mean_x,standard deviation_x,variance_x,rms_x,skewness_x,kurtosis_x,mean_y,standard deviation_y,variance_y,rms_y,skewness_y,kurtosis_y,fft_order1_x,fft_order2_x,fft_order3_x,fft_order1_y,fft_order2_y,fft_order3_y,class
0.001364906,0.00654209,4.28E-05,0.006682894,-0.059466029,1.456059786,-0.000710543,0.002725691,7.43E-06,0.002816757,-0.066158858,2.558131559,0.005494274,0.0001462,0.001895681,0.001653113,0.000136635,0.000569976,0
0.00137482,0.006530749,4.27E-05,0.006673828,-0.063109118,1.465783571,-0.000637409,0.00273142,7.46E-06,0.002804781,-0.055604624,2.577682039,0.005483129,0.000142649,0.001879053,0.001666136,0.000137968,0.000572335,0
0.001350596,0.006527529,4.26E-05,0.006665727,-0.057448528,1.462308797,-0.000653105,0.00272115,7.40E-06,0.002798403,-0.041218925,2.562751168,0.005471483,0.0001686,0.001896206,0.001671285,0.000144898,0.000558915,0
0.00136854,0.006518788,4.25E-05,0.006660831,-0.060436624,1.47250495,-0.000664958,0.002735014,7.48E-06,0.002814662,-0.026365737,2.559467201,0.005464642,0.000145816,0.001896942,0.001686352,0.000132366,0.000585953,0
0.001363552,0.006521316,4.25E-05,0.006662282,-0.057252894,1.460591023,-0.000653513,0.002749996,7.56E-06,0.002826555,-0.035933963,2.533867465,0.005480078,0.000181025,0.001867732,0.001674696,0.00015585,0.000585148,0
0.001365299,0.006522843,4.25E-05,0.006664135,-0.066365187,1.465829435,-0.000670279,0.002728125,7.44E-06,0.002809234,-0.044729195,2.569477415,0.005474039,0.00018707,0.001889624,0.001670116,0.000191955,0.00056398,0
0.001361941,0.006520124,0.000042512,0.006660786,-0.062981246,1.461320093,-0.000660366,0.002747068,7.55E-06,0.0028253,-0.064555488,2.520366217,0.005474275,0.000206535,0.001898016,0.001678725,0.000184501,0.000573438,0
0.001363687,0.00653025,4.26E-05,0.006671055,-0.062941268,1.46968013,-0.000664235,0.002734684,7.48E-06,0.002814171,-0.053429523,2.560666641,0.005475259,0.000173043,0.001879217,0.001678449,0.000174432,0.000583363,0
0.00136837,0.006506293,4.23E-05,0.006648568,-0.062465713,1.461116529,-0.000669207,0.002749458,7.56E-06,0.002829701,-0.052010355,2.572659072,0.005464529,0.00018917,0.001873356,0.00169405,0.000184739,0.00056892,0
0.00135493,0.006503826,4.23E-05,0.0066434,-0.063838964,1.466885152,-0.000679035,0.002740009,7.51E-06,0.002822869,-0.06126428,2.530387076,0.005456483,0.000149917,0.001873177,0.001695239,0.000144239,0.000589142,0
0.001351446,0.00653696,4.27E-05,0.006675134,-0.058711588,1.458475283,-0.000675951,0.002735489,7.48E-06,0.002817741,-0.049504619,2.541869357,0.005502943,0.000197898,0.001858891,0.001673973,0.000217514,0.00057635,0
0.001348433,0.006506718,4.23E-05,0.006644909,-0.063487678,1.470048727,-0.000674485,0.002746465,7.54E-06,0.002828047,-0.056487899,2.579010667,0.005453821,0.000188972,0.001873973,0.001680719,0.000161877,0.000582708,0
0.001346702,0.006533737,4.27E-05,0.006671019,-0.060988053,1.466128719,-0.000669464,0.002727499,7.44E-06,0.002808431,-0.059721135,2.541270494,0.005490338,0.000180632,0.001857836,0.001671228,0.000155743,0.000574756,0
0.001352172,0.006523541,4.26E-05,0.006662141,-0.059589684,1.457002807,-0.000673839,0.002724321,7.42E-06,0.002806392,-0.060071757,2.541299282,0.005471282,0.000207489,0.001895236,0.001665548,0.000187233,0.000584378,0
0.001361654,0.006518685,4.25E-05,0.006659319,-0.059329037,1.46486628,-0.000689756,0.002741836,7.52E-06,0.002827239,-0.056773987,2.589185332,0.00547269,0.000198542,0.001895849,0.001677,0.000210831,0.000565145,0
0.001350847,0.006535558,4.27E-05,0.00667364,-0.062974497,1.493657305,-0.000686916,0.002741094,7.51E-06,0.002825828,-0.052027128,2.568604849,0.005461866,0.000204988,0.001881684,0.00167329,0.000189251,0.000586643,0
0.001371774,0.006540009,4.28E-05,0.006682264,-0.063106771,1.467988778,-0.000720437,0.002721789,7.41E-06,0.002815497,-0.047982428,2.543549214,0.005488857,0.00020733,0.001890485,0.001670975,0.000160823,0.000552852,0
0.001380061,0.006511558,4.24E-05,0.006656135,-0.058522343,1.463700591,-0.000692899,0.002742471,7.52E-06,0.002828623,-0.057025504,2.546476209,0.005472164,0.000160353,0.001870577,0.00167454,0.000160092,0.000577168,0
0.001362525,0.006532063,4.27E-05,0.006672592,-0.058206332,1.469521712,-0.000672922,0.002748174,7.55E-06,0.002829335,-0.05578434,2.523799262,0.005478583,0.000163628,0.001887082,0.001675915,0.00016008,0.000585943,0
0.001374895,0.006512833,0.000042417,0.006656313,-0.066064755,1.47063527,-0.000632595,0.002729418,7.45E-06,0.002801741,-0.073319809,2.556535778,0.00545615,0.000170471,0.001901,0.001667435,0.000144933,0.000582336,0
0.00137251,0.006511417,4.24E-05,0.006654435,-0.06003604,1.461445222,-0.000647875,0.00272046,7.40E-06,0.002796516,-0.048641239,2.52949391,0.005460925,0.000150507,0.001894885,0.001682919,0.000142452,0.000554867,0
0.001367831,0.006513192,4.24E-05,0.006655209,-0.066253893,1.475742228,-0.000669706,0.002748428,7.55E-06,0.002828819,-0.053481736,2.520878478,0.005457909,0.000141183,0.001888235,0.00169275,0.00014533,0.000587533,0
0.001367225,0.006531306,0.000042658,0.006672813,-0.064257458,1.466147902,-0.000656601,0.002721969,7.41E-06,0.002800017,-0.054386168,2.569068834,0.005481195,0.00014207,0.001873029,0.001669715,0.000121964,0.00057387,0
0.001375615,0.006511801,4.24E-05,0.006655452,-0.063806423,1.466915369,-0.000675381,0.002744899,7.53E-06,0.002826741,-0.056182209,2.524132735,0.005462252,0.000185749,0.001880281,0.00167892,0.000156081,0.000579148,0
0.001356215,0.006518156,4.25E-05,0.006657691,-0.062540565,1.470341937,-0.000667796,0.002749444,7.56E-06,0.002829355,-0.070778172,2.557554031,0.005478446,0.00019916,0.001872421,0.001683712,0.000173234,0.000586652,0
0.001384464,0.006521411,4.25E-05,0.006666687,-0.062241451,1.464954212,-0.000648115,0.002760975,0.000007623,0.002835999,-0.024088909,2.575876435,0.005470572,0.000144306,0.001886693,0.001679975,0.000144507,0.000591639,0
0.001369724,0.006512719,4.24E-05,0.006655135,-0.061956118,1.458514471,-0.000668513,0.002744269,0.000007531,0.002824495,-0.049889853,2.518386175,0.005473774,0.000190773,0.001865152,0.001675551,0.000203534,0.000600998,0
0.001368376,0.006504454,4.23E-05,0.00664677,-0.063261377,1.463764505,-0.000662143,0.002724029,7.42E-06,0.002803324,-0.059537287,2.564799989,0.005452178,0.00019769,0.001891718,0.001674432,0.000194914,0.000568362,0
0.001353896,0.006519585,0.000042505,0.006658618,-0.06093386,1.460540077,-0.000667121,0.002723222,7.42E-06,0.00280372,-0.078131462,2.532492273,0.005477617,0.000158512,0.001876371,0.001656684,0.000133354,0.000581081,0
0.001370063,0.006503534,4.23E-05,0.006646217,-0.056303459,1.460685394,-0.000660427,0.002737988,7.50E-06,0.002816486,-0.045203986,2.520504539,0.005461959,0.000197351,0.001871926,0.001674739,0.000162159,0.00059034,0
0.001365924,0.006521785,4.25E-05,0.006663227,-0.058136933,1.462320334,-0.000666609,0.002740111,7.51E-06,0.002820005,-0.054624101,2.555502714,0.005475176,0.000137619,0.001901199,0.001674086,0.000157668,0.000566395,0
0.001326365,0.011820367,0.000139721,0.011894436,-0.662661685,2.144060641,-0.00066719,0.013199697,0.000174232,0.013216419,0.326899922,1.768062241,0.005241388,0.000206826,0.001852837,0.002417859,0.000175561,0.000581538,1
0.001333215,0.011841473,0.000140221,0.011916174,-0.654948906,2.130618475,-0.000674297,0.013183885,0.000173815,0.013200989,0.316735357,1.75031254,0.00527847,0.000220477,0.001856067,0.002419891,0.000193662,0.000594613,1
0.001326998,0.01182949,0.000139937,0.011903572,-0.659309271,2.133131377,-0.000649769,0.013247785,0.000175504,0.013263581,0.319478345,1.754645903,0.005293462,0.000192599,0.001863128,0.002422977,0.000163147,0.000590483,1
0.001339301,0.011919149,0.000142066,0.011994043,-0.663852843,2.13657713,-0.000679133,0.013303942,0.000176995,0.013321135,0.315983516,1.747748639,0.005275214,0.000189997,0.001864257,0.002426434,0.000174756,0.000606787,1
0.001339842,0.011917117,0.000142018,0.011992084,-0.670314491,2.14201599,-0.000632582,0.013355611,0.000178372,0.013370453,0.314472495,1.755609139,0.00525967,0.000172317,0.001858693,0.002385139,0.000156247,0.000608604,1
0.001327088,0.011935258,0.00014245,0.012008695,-0.661285145,2.133258553,-0.000639216,0.013342217,0.000178015,0.013357391,0.311543374,1.752129266,0.005239455,0.000177103,0.001854041,0.002365733,0.000149154,0.000582323,1
0.001333117,0.011893202,0.000141448,0.011967568,-0.664926013,2.138491724,-0.000660746,0.013317766,0.000177363,0.013334017,0.318918085,1.751768452,0.005242457,0.000162417,0.001865835,0.002400631,0.000122366,0.000580969,1
0.001335562,0.011918298,0.000142046,0.01199278,-0.665396589,2.134421662,-0.000664084,0.013289904,0.000176622,0.013306356,0.319629758,1.758481083,0.005270401,0.000197441,0.001870225,0.002421285,0.000194136,0.000586214,1
0.001348883,0.0119235,0.00014217,0.01199944,-0.667018837,2.133799214,-0.000667724,0.013303092,0.000176972,0.013319709,0.314858404,1.74952612,0.005276721,0.000208973,0.001867394,0.002417153,0.000195836,0.000608271,1
0.001350982,0.011929968,0.000142324,0.012006103,-0.662984544,2.135703251,-0.000667035,0.013349787,0.000178217,0.013366311,0.31953572,1.754624293,0.005246525,0.000177078,0.001851047,0.002426544,0.00013846,0.000613981,1
0.001333939,0.011913254,0.000141926,0.011987587,-0.663763482,2.133228576,-0.000667115,0.013277095,0.000176281,0.013293714,0.313250179,1.748818821,0.005260603,0.000183015,0.001855682,0.002362197,0.000188306,0.000589113,1
0.00133542,0.011892755,0.000141438,0.011967381,-0.661991869,2.135467329,-0.00065928,0.013227519,0.000174967,0.01324381,0.318655816,1.757292431,0.005252048,0.000180273,0.001839688,0.002339723,0.000134305,0.000575289,1
0.001371677,0.011832892,0.000140017,0.011912015,-0.662853954,2.147313792,-0.000669377,0.01312533,0.000172274,0.013142259,0.312338121,1.755508423,0.005233,0.000173364,0.001880812,0.002313847,0.000139962,0.000550875,1
0.001345936,0.011810916,0.000139498,0.011887244,-0.657785038,2.141290704,-0.000697522,0.01312912,0.000172374,0.013147508,0.310880731,1.747988415,0.00524598,0.000171259,0.001856599,0.002338709,0.000132474,0.000565349,1
0.001352228,0.011819739,0.000139706,0.011896723,-0.658679598,2.135725218,-0.000657526,0.013114799,0.000171998,0.013131144,0.317115475,1.759556829,0.005257316,0.000172168,0.001890267,0.002367541,0.000152345,0.000565467,1
0.00133624,0.011823851,0.000139803,0.011899002,-0.664124406,2.142954746,-0.000653357,0.013126387,0.000172302,0.013142509,0.309964783,1.740723651,0.005292013,0.000175176,0.001837627,0.002391262,0.000171386,0.000598353,1
0.001325871,0.011803382,0.00013932,0.011877501,-0.664654688,2.142818407,-0.00067331,0.013095897,0.000171503,0.013113066,0.308148558,1.75058549,0.005262121,0.000168773,0.0018659,0.002353632,0.000139418,0.000585689,1
0.001332028,0.011813928,0.000139569,0.01188867,-0.658339549,2.142981467,-0.000688729,0.013074697,0.000170948,0.013092697,0.3110916,1.750155374,0.005252152,0.000178677,0.001881142,0.00235789,0.000118571,0.000561913,1
0.001344658,0.011788906,0.000138978,0.01186523,-0.665116534,2.14454722,-0.000621192,0.01310132,0.000171645,0.013115911,0.311959047,1.749087325,0.005228955,0.000208272,0.001837739,0.002314896,0.000182742,0.000566615,1
0.001347913,0.011781696,0.000138808,0.011858437,-0.663507504,2.146993257,-0.000681061,0.013070182,0.00017083,0.013087786,0.314754038,1.753791682,0.0052239,0.000186811,0.001836092,0.002319071,0.000182807,0.000570052,1
0.001338001,0.011797861,0.00013919,0.011873376,-0.65975671,2.141798684,-0.000698535,0.013064918,0.000170692,0.013083451,0.313323194,1.75557834,0.005269636,0.000189078,0.001862885,0.002328227,0.000151457,0.000568809,1
0.001337557,0.011786882,0.000138931,0.011862417,-0.668313153,2.140757075,-0.000661926,0.013048982,0.000170276,0.013065632,0.308283724,1.748125279,0.00526403,0.000202896,0.001854171,0.002353008,0.000148195,0.000573271,1
0.00136534,0.011808189,0.000139433,0.011886747,-0.661794877,2.145044264,-0.000657324,0.013041331,0.000170076,0.013057759,0.303792989,1.754284117,0.005273898,0.000171016,0.001859427,0.002298392,0.000152764,0.00057132,1
0.001357168,0.011789799,0.000138999,0.011867542,-0.666116377,2.151314495,-0.000669977,0.013051677,0.000170346,0.013068734,0.312746553,1.751695359,0.005249543,0.000182611,0.001857553,0.002306244,0.000202356,0.000563565,1
0.001330514,0.011790815,0.000139023,0.011865533,-0.659262842,2.143240139,-0.000733524,0.013024064,0.000169626,0.013044577,0.309610433,1.759729245,0.005256254,0.000184918,0.001841144,0.00231101,0.000121639,0.000589374,1
0.001361488,0.01179594,0.000139144,0.011874137,-0.665395155,2.141156058,-0.000691959,0.01312041,0.000172145,0.013138516,0.31858824,1.752481227,0.005273638,0.000189614,0.001867428,0.002410071,0.000123087,0.000577215,1
0.00135194,0.01180849,0.00013944,0.011885515,-0.663699234,2.144597908,-0.00062765,0.01320401,0.000174346,0.013218791,0.325822445,1.765362844,0.00525314,0.000159348,0.001864332,0.002439961,0.000136912,0.000565569,1
0.001347565,0.011839915,0.000140184,0.01191624,-0.664798196,2.138761077,-0.000627284,0.013234815,0.00017516,0.013249543,0.327816651,1.755842834,0.005242035,0.000213669,0.001832474,0.002414444,0.000196701,0.000556046,1
0.001363564,0.011900983,0.000141633,0.011978728,-0.668314054,2.132936874,-0.000672257,0.0133356,0.000177838,0.013352404,0.320099401,1.749925562,0.005240652,0.000170382,0.001857789,0.00240855,0.000161226,0.000576359,1
0.001332956,0.011923099,0.00014216,0.011997261,-0.658867381,2.135480855,-0.000655595,0.013452571,0.000180972,0.013468405,0.326000629,1.757852572,0.00523507,0.000195652,0.001859031,0.002452306,0.000197683,0.00058543,1
0.001320219,0.011900036,0.000141611,0.011972931,-0.661653111,2.127120333,-0.000680425,0.013394744,0.000179419,0.013411884,0.323155442,1.751392065,0.005212317,0.000215164,0.001875239,0.002433106,0.000210945,0.000574656,1
0.001349959,0.011925358,0.000142214,0.012001407,-0.659074047,2.1305725,-0.000671392,0.013465183,0.000181311,0.01348178,0.330138335,1.761764041,0.005258694,0.00019055,0.001853741,0.002460057,0.000183217,0.00058558,1
0.001362147,0.011944796,0.000142678,0.012022097,-0.667369526,2.130285066,-0.000698385,0.013468514,0.000181401,0.013486478,0.326748044,1.747526963,0.005260487,0.000199715,0.001846656,0.002506925,0.000184738,0.000627647,1
0.001346696,0.011945785,0.000142702,0.012021339,-0.665621673,2.130384961,-0.000654412,0.013494643,0.000182105,0.013510369,0.327779899,1.756670668,0.005274198,0.000184746,0.001870315,0.002486818,0.000178689,0.000599297,1
0.001343127,0.011979089,0.000143499,0.012054035,-0.664477905,2.130252071,-0.00065655,0.013509926,0.000182518,0.013525739,0.322343729,1.757372073,0.005251655,0.000189981,0.001857966,0.002449032,0.000167194,0.000597451,1
0.001325172,0.011999606,0.000143991,0.01207244,-0.663655111,2.125374847,-0.000682336,0.013545785,0.000183488,0.013562828,0.336088666,1.759361608,0.00528177,0.000160327,0.001879435,0.002525075,0.000115268,0.000578445,1
0.001352363,0.011957488,0.000142982,0.012033603,-0.668298175,2.132288748,-0.000697189,0.013568078,0.000184093,0.013585847,0.336062856,1.757517042,0.005280243,0.000192319,0.001859747,0.002555075,0.000158619,0.0006092,1
0.001347363,0.011955372,0.000142931,0.01203094,-0.672134463,2.137618033,-0.000685416,0.013474768,0.000181569,0.013492058,0.330561149,1.757607873,0.005297282,0.000211868,0.001869339,0.002527892,0.000175475,0.000613492,1
0.001348875,0.011916975,0.000142014,0.011992956,-0.662584045,2.133583645,-0.000664678,0.013446053,0.000180796,0.013462341,0.333782079,1.766067929,0.00527093,0.00021185,0.00186291,0.002488675,0.000195708,0.00058283,1
0.001321985,0.011841208,0.000140214,0.01191466,-0.655766123,2.133029298,-0.000691503,0.01330089,0.000176914,0.013318723,0.332833507,1.768513038,0.005262411,0.000217173,0.001866366,0.002471163,0.000177607,0.000576907,1
0.001336858,0.011863596,0.000140745,0.011938565,-0.666770639,2.135555497,-0.000662396,0.013330813,0.000177711,0.01334713,0.329658958,1.752900738,0.005263048,0.000200741,0.001855795,0.002496623,0.000195678,0.000573834,1
0.00135934,0.011865389,0.000140788,0.011942886,-0.667307056,2.1391042,-0.000702229,0.013299181,0.000176868,0.013317578,0.326496692,1.756815199,0.005258074,0.000189447,0.001877852,0.002465727,0.000188127,0.000578764,1
0.001376526,0.011815364,0.000139603,0.011895164,-0.664063263,2.144910059,-0.0006872,0.013205744,0.000174392,0.013223483,0.324922794,1.76489058,0.005237624,0.000218156,0.001857291,0.00239156,0.000161446,0.000570691,1
0.001352611,0.011856057,0.000140566,0.011932849,-0.660720201,2.134826904,-0.000671063,0.013227892,0.000174977,0.013244774,0.325286729,1.755093645,0.005245126,0.000177515,0.001886767,0.002409181,0.000183237,0.000558115,1
0.001326633,0.011854053,0.000140519,0.011927942,-0.665222525,2.141964208,-0.000710352,0.01324402,0.000175404,0.013262927,0.326114736,1.756963246,0.005267368,0.000175479,0.001833197,0.002423944,0.000139581,0.000579272,1
0.001329511,0.011835536,0.00014008,0.01190986,-0.662288332,2.138196463,-0.000669934,0.013244056,0.000175405,0.013260859,0.32883977,1.760589517,0.005287358,0.000154434,0.001862901,0.002468279,0.000144096,0.000581117,1
0.00133957,0.011835631,0.000140082,0.011911082,-0.663353627,2.137026772,-0.000660317,0.013232754,0.000175106,0.013249089,0.3184335,1.74982803,0.005264212,0.000212728,0.00184322,0.002417307,0.000191765,0.000584138,1
0.001361936,0.011810997,0.0001395,0.011889146,-0.672093531,2.145352788,-0.000674253,0.013205082,0.000174374,0.013222156,0.322232185,1.757054123,0.005248342,0.000191912,0.00185567,0.002377192,0.000137782,0.000578437,1
0.001365485,0.011827173,0.000139882,0.011905622,-0.659768603,2.137986038,-0.000726087,0.013237697,0.000175237,0.013257466,0.322880626,1.752830565,0.005240736,0.00021007,0.001861182,0.002415063,0.00020033,0.000552157,1
